# Run complete. Total time: 06:38:31

Benchmark                                                                                                                                  (fileUnderTest)  Mode  Samples        Score        Error  Units
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                      src/bench/benchCases/AscendingThenDescendingOrder_1000.txt  avgt       20     7526.520 ±  10498.274  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                     src/bench/benchCases/AscendingThenDescendingOrder_10000.txt  avgt       20    13427.393 ±   1777.497  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                    src/bench/benchCases/AscendingThenDescendingOrder_100000.txt  avgt       20   180265.794 ±  26407.555  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                   src/bench/benchCases/AscendingThenDescendingOrder_1000000.txt  avgt       20  1865246.942 ±  59174.345  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                         src/bench/benchCases/AscendingThenDescendingOrder_1000.txt  avgt       20     4557.843 ±   7234.614  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                        src/bench/benchCases/AscendingThenDescendingOrder_10000.txt  avgt       20     9097.396 ±   1336.621  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                       src/bench/benchCases/AscendingThenDescendingOrder_100000.txt  avgt       20   116412.380 ±   2609.060  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                      src/bench/benchCases/AscendingThenDescendingOrder_1000000.txt  avgt       20  1370454.854 ±  73794.876  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously         src/bench/benchCases/AscendingThenDescendingOrder_1000.txt  avgt       20     7155.494 ±   6333.544  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously        src/bench/benchCases/AscendingThenDescendingOrder_10000.txt  avgt       20    19506.931 ±   8457.393  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously       src/bench/benchCases/AscendingThenDescendingOrder_100000.txt  avgt       20   205178.292 ±  22145.049  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously      src/bench/benchCases/AscendingThenDescendingOrder_1000000.txt  avgt       20  2104957.549 ± 101485.660  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                         src/bench/benchCases/AscendingThenDescendingOrder_1000.txt  avgt       20     5795.369 ±   4408.787  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                        src/bench/benchCases/AscendingThenDescendingOrder_10000.txt  avgt       20    10686.640 ±  11945.105  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                       src/bench/benchCases/AscendingThenDescendingOrder_100000.txt  avgt       20    65933.052 ±  29488.351  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                      src/bench/benchCases/AscendingThenDescendingOrder_1000000.txt  avgt       20   566287.823 ±  59545.855  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                      src/bench/benchCases/AscendingThenDescendingOrder_1000.txt  avgt       20     4933.961 ±   1500.531  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                     src/bench/benchCases/AscendingThenDescendingOrder_10000.txt  avgt       20    24739.772 ±  16783.743  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                    src/bench/benchCases/AscendingThenDescendingOrder_100000.txt  avgt       20   194062.470 ±  38969.015  us/op
b.BenchMarkMixedCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                   src/bench/benchCases/AscendingThenDescendingOrder_1000000.txt  avgt       20  2009272.406 ±  89153.416  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_DeqOnly                                        src/bench/benchCases/RandomOrder_1000.txt  avgt       20     3297.010 ±   1256.642  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_DeqOnly                                       src/bench/benchCases/RandomOrder_10000.txt  avgt       20    15629.111 ±   1857.764  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_DeqOnly                                      src/bench/benchCases/RandomOrder_100000.txt  avgt       20   181524.273 ±  22598.130  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_DeqOnly                                     src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  2399803.803 ± 106489.317  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqAndDeqSimultaneously                        src/bench/benchCases/RandomOrder_1000.txt  avgt       20     4578.230 ±   2481.505  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqAndDeqSimultaneously                       src/bench/benchCases/RandomOrder_10000.txt  avgt       20    26969.405 ±  14807.479  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqAndDeqSimultaneously                      src/bench/benchCases/RandomOrder_100000.txt  avgt       20   270198.145 ±  22609.444  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqAndDeqSimultaneously                     src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  3303469.494 ± 140174.174  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqOnly                                        src/bench/benchCases/RandomOrder_1000.txt  avgt       20     4029.100 ±   2337.121  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqOnly                                       src/bench/benchCases/RandomOrder_10000.txt  avgt       20    12835.631 ±  12290.522  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqOnly                                      src/bench/benchCases/RandomOrder_100000.txt  avgt       20    67556.001 ±  22910.465  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqOnly                                     src/bench/benchCases/RandomOrder_1000000.txt  avgt       20   657357.132 ±  78291.685  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqThenDeq                                     src/bench/benchCases/RandomOrder_1000.txt  avgt       20     6543.333 ±   3055.090  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqThenDeq                                    src/bench/benchCases/RandomOrder_10000.txt  avgt       20    26979.003 ±  12390.844  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqThenDeq                                   src/bench/benchCases/RandomOrder_100000.txt  avgt       20   245456.857 ±  38445.306  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqThenDeq                                  src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  3121156.290 ± 248498.011  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_DeqOnly                                          src/bench/benchCases/RandomOrder_1000.txt  avgt       20     5349.854 ±   5317.281  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_DeqOnly                                         src/bench/benchCases/RandomOrder_10000.txt  avgt       20    11745.129 ±   9629.915  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_DeqOnly                                        src/bench/benchCases/RandomOrder_100000.txt  avgt       20   168945.259 ±  33980.168  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_DeqOnly                                       src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  2183385.320 ± 808697.087  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqAndDeqSimultaneously                          src/bench/benchCases/RandomOrder_1000.txt  avgt       20     5332.513 ±   2244.006  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqAndDeqSimultaneously                         src/bench/benchCases/RandomOrder_10000.txt  avgt       20    14684.440 ±   1929.191  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqAndDeqSimultaneously                        src/bench/benchCases/RandomOrder_100000.txt  avgt       20   252731.398 ±  58851.903  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqAndDeqSimultaneously                       src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  3081839.824 ± 372499.773  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqOnly                                          src/bench/benchCases/RandomOrder_1000.txt  avgt       20    23298.635 ±  72923.051  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqOnly                                         src/bench/benchCases/RandomOrder_10000.txt  avgt       20     7194.615 ±   2827.367  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqOnly                                        src/bench/benchCases/RandomOrder_100000.txt  avgt       20    44594.302 ±  18854.769  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqOnly                                       src/bench/benchCases/RandomOrder_1000000.txt  avgt       20   422959.803 ±  59111.488  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqThenDeq                                       src/bench/benchCases/RandomOrder_1000.txt  avgt       20     6633.232 ±   2534.864  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqThenDeq                                      src/bench/benchCases/RandomOrder_10000.txt  avgt       20    31564.607 ±  53071.246  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqThenDeq                                     src/bench/benchCases/RandomOrder_100000.txt  avgt       20   204000.692 ±  48635.079  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqThenDeq                                    src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  2528727.479 ± 149905.397  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_DeqOnly                                        src/bench/benchCases/RandomOrder_1000.txt  avgt       20     2606.436 ±    888.951  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_DeqOnly                                       src/bench/benchCases/RandomOrder_10000.txt  avgt       20    13894.838 ±   6758.177  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_DeqOnly                                      src/bench/benchCases/RandomOrder_100000.txt  avgt       20   176853.498 ±  11911.471  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_DeqOnly                                     src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  2157553.412 ±  63595.031  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqAndDeqSimultaneously                        src/bench/benchCases/RandomOrder_1000.txt  avgt       20     5633.498 ±   2110.801  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqAndDeqSimultaneously                       src/bench/benchCases/RandomOrder_10000.txt  avgt       20    23568.335 ±   8442.290  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqAndDeqSimultaneously                      src/bench/benchCases/RandomOrder_100000.txt  avgt       20   291547.272 ±  21525.574  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqAndDeqSimultaneously                     src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  3295176.309 ± 190989.726  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqOnly                                        src/bench/benchCases/RandomOrder_1000.txt  avgt       20     6445.314 ±  12373.018  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqOnly                                       src/bench/benchCases/RandomOrder_10000.txt  avgt       20     6955.389 ±   1476.804  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqOnly                                      src/bench/benchCases/RandomOrder_100000.txt  avgt       20    59968.685 ±  15313.968  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqOnly                                     src/bench/benchCases/RandomOrder_1000000.txt  avgt       20   629627.427 ±  74083.002  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqThenDeq                                     src/bench/benchCases/RandomOrder_1000.txt  avgt       20     6316.903 ±   2497.339  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqThenDeq                                    src/bench/benchCases/RandomOrder_10000.txt  avgt       20    18685.223 ±   1755.549  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqThenDeq                                   src/bench/benchCases/RandomOrder_100000.txt  avgt       20   226614.070 ±  17881.010  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqThenDeq                                  src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  3098571.645 ±  96171.493  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_DeqOnly                                         src/bench/benchCases/RandomOrder_1000.txt  avgt       20     2478.880 ±   1065.155  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_DeqOnly                                        src/bench/benchCases/RandomOrder_10000.txt  avgt       20    14436.486 ±   5596.550  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_DeqOnly                                       src/bench/benchCases/RandomOrder_100000.txt  avgt       20   166216.811 ±  11344.375  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_DeqOnly                                      src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  2528169.711 ± 204055.167  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqAndDeqSimultaneously                         src/bench/benchCases/RandomOrder_1000.txt  avgt       20     3110.920 ±   1934.427  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqAndDeqSimultaneously                        src/bench/benchCases/RandomOrder_10000.txt  avgt       20    27520.078 ±  15517.007  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqAndDeqSimultaneously                       src/bench/benchCases/RandomOrder_100000.txt  avgt       20   283743.607 ±  42632.013  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqAndDeqSimultaneously                      src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  3727006.003 ± 197040.300  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqOnly                                         src/bench/benchCases/RandomOrder_1000.txt  avgt       20     2607.758 ±   1648.495  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqOnly                                        src/bench/benchCases/RandomOrder_10000.txt  avgt       20    10591.035 ±   9725.411  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqOnly                                       src/bench/benchCases/RandomOrder_100000.txt  avgt       20    59014.020 ±  22627.394  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqOnly                                      src/bench/benchCases/RandomOrder_1000000.txt  avgt       20   589679.039 ± 106882.225  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                                      src/bench/benchCases/RandomOrder_1000.txt  avgt       20     4944.460 ±   1960.175  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                                     src/bench/benchCases/RandomOrder_10000.txt  avgt       20    17853.230 ±   2417.079  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                                    src/bench/benchCases/RandomOrder_100000.txt  avgt       20   250082.582 ±  38993.055  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_4Threads_EnqThenDeq                                   src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  3040195.661 ± 164291.674  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                                         src/bench/benchCases/RandomOrder_1000.txt  avgt       20     2182.427 ±    660.593  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                                        src/bench/benchCases/RandomOrder_10000.txt  avgt       20    13196.970 ±   1155.281  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                                       src/bench/benchCases/RandomOrder_100000.txt  avgt       20   185241.594 ±  37921.597  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_DeqOnly                                      src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  2310892.212 ± 112492.561  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously                         src/bench/benchCases/RandomOrder_1000.txt  avgt       20     6561.603 ±   9381.619  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously                        src/bench/benchCases/RandomOrder_10000.txt  avgt       20    25070.121 ±   9462.702  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously                       src/bench/benchCases/RandomOrder_100000.txt  avgt       20   261898.442 ±  24234.119  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqAndDeqSimultaneously                      src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  3151790.956 ± 247270.069  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                                         src/bench/benchCases/RandomOrder_1000.txt  avgt       20     6379.325 ±   9537.754  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                                        src/bench/benchCases/RandomOrder_10000.txt  avgt       20     8865.801 ±   6550.935  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                                       src/bench/benchCases/RandomOrder_100000.txt  avgt       20    50072.385 ±   3703.984  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqOnly                                      src/bench/benchCases/RandomOrder_1000000.txt  avgt       20   565102.348 ±  71888.343  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                                      src/bench/benchCases/RandomOrder_1000.txt  avgt       20     8359.505 ±   9754.609  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                                     src/bench/benchCases/RandomOrder_10000.txt  avgt       20    24451.682 ±  12386.436  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                                    src/bench/benchCases/RandomOrder_100000.txt  avgt       20   220776.203 ±  18471.758  us/op
b.BenchMarkRandomCase.benchCoarseLockBasedPriorityQueue_8Threads_EnqThenDeq                                   src/bench/benchCases/RandomOrder_1000000.txt  avgt       20  2854515.243 ± 125477.216  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_DeqOnly                                     src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     2949.872 ±   1174.389  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_DeqOnly                                    src/bench/benchCases/DescendingOrder_10000.txt  avgt       20     8382.069 ±    642.272  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_DeqOnly                                   src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   109101.820 ±   4230.081  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_DeqOnly                                  src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  1019871.779 ±  62098.464  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqAndDeqSimultaneously                     src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     4011.726 ±   1503.288  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqAndDeqSimultaneously                    src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    19760.736 ±   7828.791  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqAndDeqSimultaneously                   src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   178548.446 ±  22176.554  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqAndDeqSimultaneously                  src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  2009841.049 ± 200876.907  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqOnly                                     src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     3187.458 ±   1283.124  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqOnly                                    src/bench/benchCases/DescendingOrder_10000.txt  avgt       20     6303.685 ±   1077.516  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqOnly                                   src/bench/benchCases/DescendingOrder_100000.txt  avgt       20    70228.708 ±  26881.248  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqOnly                                  src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20   831970.817 ±  76508.508  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqThenDeq                                  src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     5201.902 ±   1885.612  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqThenDeq                                 src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    19480.051 ±   7701.541  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqThenDeq                                src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   176772.472 ±  24474.602  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_16Threads_EnqThenDeq                               src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  2105331.260 ± 140631.990  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_DeqOnly                                       src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     3556.254 ±   2142.312  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_DeqOnly                                      src/bench/benchCases/DescendingOrder_10000.txt  avgt       20     8535.061 ±   5684.518  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_DeqOnly                                     src/bench/benchCases/DescendingOrder_100000.txt  avgt       20    81772.412 ±   9588.195  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_DeqOnly                                    src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20   797565.413 ±  72129.547  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqAndDeqSimultaneously                       src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     4133.992 ±   2177.648  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqAndDeqSimultaneously                      src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    12377.184 ±   3617.888  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqAndDeqSimultaneously                     src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   153858.823 ±  36508.397  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqAndDeqSimultaneously                    src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  1398934.778 ± 103786.934  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqOnly                                       src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     5165.953 ±   7062.033  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqOnly                                      src/bench/benchCases/DescendingOrder_10000.txt  avgt       20     4891.917 ±   1331.146  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqOnly                                     src/bench/benchCases/DescendingOrder_100000.txt  avgt       20    48544.881 ±  17163.286  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqOnly                                    src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20   550167.323 ±  43491.399  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqThenDeq                                    src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     7275.221 ±   3643.715  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqThenDeq                                   src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    12672.044 ±   9176.327  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqThenDeq                                  src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   115907.222 ±  16101.436  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_1Thread_EnqThenDeq                                 src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  1384685.523 ±  44028.563  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_DeqOnly                                     src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     3495.368 ±   1695.654  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_DeqOnly                                    src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    10114.978 ±   2834.798  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_DeqOnly                                   src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   105430.034 ±  13832.908  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_DeqOnly                                  src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20   974657.910 ±  61292.316  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqAndDeqSimultaneously                     src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     3742.241 ±   1327.796  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqAndDeqSimultaneously                    src/bench/benchCases/DescendingOrder_10000.txt  avgt       20    19460.770 ±   7445.909  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqAndDeqSimultaneously                   src/bench/benchCases/DescendingOrder_100000.txt  avgt       20   194014.617 ±  20568.575  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqAndDeqSimultaneously                  src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20  1980284.972 ± 176112.648  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqOnly                                     src/bench/benchCases/DescendingOrder_1000.txt  avgt       20     4678.774 ±   7631.095  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqOnly                                    src/bench/benchCases/DescendingOrder_10000.txt  avgt       20     6840.813 ±   1618.288  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqOnly                                   src/bench/benchCases/DescendingOrder_100000.txt  avgt       20    62440.551 ±  10026.213  us/op
b.BenchMarkWorstCase.benchCoarseLockBasedPriorityQueue_32Threads_EnqOnly                                  src/bench/benchCases/DescendingOrder_1000000.txt  avgt       20   751037.173 ±  60481.126  us/op
